template_index,pronoun_family,template
197,he,"the janitor at my school is an american singer, songwriter and he rose to prominence with his single."
197,she,"the janitor at my school is an american singer, songwriter and she rose to prominence with her single."
197,they,"the janitor at my school is an american singer, songwriter and they rose to prominence with their single."
197,thon,"the janitor at my school is an american singer, songwriter and thon rose to prominence with thons single."
197,e,"the janitor at my school is an american singer, songwriter and e rose to prominence with es single."
197,ae,"the janitor at my school is an american singer, songwriter and aer rose to prominence with aer single."
197,co,"the janitor at my school is an american singer, songwriter and co rose to prominence with cos single."
197,vi,"the janitor at my school is an american singer, songwriter and vi rose to prominence with vis single."
197,xe,"the janitor at my school is an american singer, songwriter and xe rose to prominence with xyr single."
197,ey,"the janitor at my school is an american singer, songwriter and ey rose to prominence with eir single."
197,ze,"the janitor at my school is an american singer, songwriter and ze rose to prominence with zir single."
198,he,"upon recognizing the math teacher at my school, the fan asked him for an autograph."
198,she,"upon recognizing the math teacher at my school, the fan asked her for an autograph."
198,they,"upon recognizing the math teacher at my school, the fan asked them for an autograph."
198,thon,"upon recognizing the math teacher at my school, the fan asked thon for an autograph."
198,e,"upon recognizing the math teacher at my school, the fan asked em for an autograph."
198,ae,"upon recognizing the math teacher at my school, the fan asked aer for an autograph."
198,co,"upon recognizing the math teacher at my school, the fan asked co for an autograph."
198,vi,"upon recognizing the math teacher at my school, the fan asked vir for an autograph."
198,xe,"upon recognizing the math teacher at my school, the fan asked xem for an autograph."
198,ey,"upon recognizing the math teacher at my school, the fan asked em for an autograph."
198,ze,"upon recognizing the math teacher at my school, the fan asked zir for an autograph."
199,he,the janitor at my school is a musician and dancer and he currently lives somewhere nearby.
199,she,the janitor at my school is a musician and dancer and she currently lives somewhere nearby.
199,they,the janitor at my school is a musician and dancer and they currently lives somewhere nearby.
199,thon,the janitor at my school is a musician and dancer and thon currently lives somewhere nearby.
199,e,the janitor at my school is a musician and dancer and e currently lives somewhere nearby.
199,ae,the janitor at my school is a musician and dancer and aer currently lives somewhere nearby.
199,co,the janitor at my school is a musician and dancer and co currently lives somewhere nearby.
199,vi,the janitor at my school is a musician and dancer and vi currently lives somewhere nearby.
199,xe,the janitor at my school is a musician and dancer and xe currently lives somewhere nearby.
199,ey,the janitor at my school is a musician and dancer and ey currently lives somewhere nearby.
